organism,seedid,kingdom,phylum,class,order,family,genus,oxygenstat,metabolism,gram,mtype,genes,reactions,metabolites,draftcreator,draftcreated,phenotype,imgid,ncbiid,platform,species,file,taxa_id,id,summary_rank,kbaseid
Cercospora berteroae,,Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Mycosphaerellaceae,Cercospora_gca_002933655.Cbert_1,,,,,,,,,,,,357750,,,Cercospora_berteroae_gca_002933655.Cbert_1.json,,,,
Fusarium oxysporum,,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium_f_sp_vasinfectum_25433_gca_000260175.FO_Cotton_V1,,,,,,,,,,,,5507,,,Fusarium_oxysporum_f_sp_vasinfectum_25433_gca_000260175.FO_Cotton_V1.json,,,,
Rhodotorula toruloides,,Fungi,Basidiomycota,Microbotryomycetes,Sporidiobolales,Sporidiobolaceae,Rhodotorula_NP11_GCF_000320785.1,,,,,,,,,,,,5286,,,Rhodotorula_toruloides_NP11_GCF_000320785.1.json,,,,
Saccharomyces cerevisiae,,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces_yjm1615_gca_000978345.Sc_YJM1615_v1,,,,,,,,,,,,4932,,,Saccharomyces_cerevisiae_yjm1615_gca_000978345.Sc_YJM1615_v1.json,,,,
Penicillium brasilianum,,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium_gca_002016555.ASM201655v1,,,,,,,,,,,,104259,,,Penicillium_brasilianum_gca_002016555.ASM201655v1.json,,,,
Saccharomyces eubayanus,,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces_gca_001298625.SEUB3.0,,,,,,,,,,,,1080349,,,Saccharomyces_eubayanus_gca_001298625.SEUB3.0.json,,,,
Aspergillus aculeatus,,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus_ATCC_16872_GCF_001890905.1,,,,,,,,,,,,5053,,,Aspergillus_aculeatus_ATCC_16872_GCF_001890905.1.json,,,,
Purpureocillium lilacinum,,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Ophiocordycipitaceae,Purpureocillium_gca_003144605.ASM314460v1,,,,,,,,,,,,33203,,,Purpureocillium_lilacinum_gca_003144605.ASM314460v1.json,,,,
Saccharomyces cerevisiae,,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces_yjm1415_gca_000977685.Sc_YJM1415_v1,,,,,,,,,,,,4932,,,Saccharomyces_cerevisiae_yjm1415_gca_000977685.Sc_YJM1415_v1.json,,,,
Saccharomyces cerevisiae,,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces_yjm1444_gca_000977925.Sc_YJM1444_v1,,,,,,,,,,,,4932,,,Saccharomyces_cerevisiae_yjm1444_gca_000977925.Sc_YJM1444_v1.json,,,,
Aspergillus wentii,,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus_dto_134e9_gca_001890725.Aspwe1,,,,,,,,,,,,5066,,,Aspergillus_wentii_dto_134e9_gca_001890725.Aspwe1.json,,,,
Aspergillus japonicus,,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus_CBS_114.51_GCF_003184785.1,,,,,,,,,,,,34381,,,Aspergillus_japonicus_CBS_114.51_GCF_003184785.1.json,,,,
Colletotrichum higginsianum,,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum_MAFF305635,,,,,,,,,,,,80884,,,Colletotrichum_higginsianum_MAFF305635.json,,,,
Fusarium ambrosium,,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium_NRRL_20438_GCA_003947045.1,,,,,,,,,,,,131363,,,Fusarium_ambrosium_NRRL_20438_GCA_003947045.1.json,,,,
Alternaria tenuissima,,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria_FERA_635_GCA_004168565.1,,,,,,,,,,,,119927,,,Alternaria_tenuissima_FERA_635_GCA_004168565.1.json,,,,
Saccharomyces cerevisiae,,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces_yjm1307_gca_000977055.Sc_YJM1307_v1,,,,,,,,,,,,4932,,,Saccharomyces_cerevisiae_yjm1307_gca_000977055.Sc_YJM1307_v1.json,,,,
Trichoderma guizhouense,,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma_gca_002022785.ASM202278v1,,,,,,,,,,,,1491466,,,Trichoderma_guizhouense_gca_002022785.ASM202278v1.json,,,,
Aspergillus oryzae,,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus_3_042_gca_000269785.AspOry3042,,,,,,,,,,,,5062,,,Aspergillus_oryzae_3_042_gca_000269785.AspOry3042.json,,,,
Saccharomyces cerevisiae,,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces_yjm1527_gca_000978195.Sc_YJM1527_v1,,,,,,,,,,,,4932,,,Saccharomyces_cerevisiae_yjm1527_gca_000978195.Sc_YJM1527_v1.json,,,,
Debaryomyces fabryi,,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces_CBS_789_GCF_001447935.1,,,,,,,,,,,,58627,,,Debaryomyces_fabryi_CBS_789_GCF_001447935.1.json,,,,
Aspergillus turcosus,,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus_gca_002234965.ASM223496v1,,,,,,,,,,,,1245748,,,Aspergillus_turcosus_gca_002234965.ASM223496v1.json,,,,
Candida viswanathii,,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida_ATCC_20962_GCA_003327735.1,,,,,,,,,,,,5486,,,Candida_viswanathii_ATCC_20962_GCA_003327735.1.json,,,,
Exidia glandulosa,,Fungi,Basidiomycota,Agaricomycetes,Auriculariales,Exidiaceae,Exidia_hhb12029_gca_001632375.Exigl1,,,,,,,,,,,,5219,,,Exidia_glandulosa_hhb12029_gca_001632375.Exigl1.json,,,,
Purpureocillium lilacinum,,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Ophiocordycipitaceae,Purpureocillium_gca_001653265.ASM165326v1,,,,,,,,,,,,33203,,,Purpureocillium_lilacinum_gca_001653265.ASM165326v1.json,,,,
Saccharomyces cerevisiae,,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces_yjm1592_gca_000978315.Sc_YJM1592_v1,,,,,,,,,,,,4932,,,Saccharomyces_cerevisiae_yjm1592_gca_000978315.Sc_YJM1592_v1.json,,,,
Aspergillus uvarum,,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus_CBS_121591_GCF_003184745.1,,,,,,,,,,,,446911,,,Aspergillus_uvarum_CBS_121591_GCF_003184745.1.json,,,,
Aspergillus tubingensis,,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus_cbs_134_48_gca_001890745.Asptu1,,,,,,,,,,,,5068,,,Aspergillus_tubingensis_cbs_134_48_gca_001890745.Asptu1.json,,,,
Saccharomyces cerevisiae,,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces_yjm969_gca_000976395.Sc_YJM969_v1,,,,,,,,,,,,4932,,,Saccharomyces_cerevisiae_yjm969_gca_000976395.Sc_YJM969_v1.json,,,,
Alternaria tenuissima,,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria_FERA_1164_GCA_004156015.1,,,,,,,,,,,,119927,,,Alternaria_tenuissima_FERA_1164_GCA_004156015.1.json,,,,
Saccharomyces cerevisiae,,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces_gca_001634645.GLBRCY22,,,,,,,,,,,,4932,,,Saccharomyces_cerevisiae_gca_001634645.GLBRCY22.json,,,,
Penicillium polonicum,,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium_gca_002072265.ASM207226v1,,,,,,,,,,,,60169,,,Penicillium_polonicum_gca_002072265.ASM207226v1.json,,,,
Colletotrichum gloeosporioides,,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum_cg_14_gca_000446055.Colletotrichum_gloeosporioides1,,,,,,,,,,,,474922,,,Colletotrichum_gloeosporioides_cg_14_gca_000446055.Colletotrichum_gloeosporioides1.json,,,,
Candida albicans,,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida_p60002_gca_000784525.Cand_albi_P60002_V1,,,,,,,,,,,,5476,,,Candida_albicans_p60002_gca_000784525.Cand_albi_P60002_V1.json,,,,
Aspergillus turcosus,,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus_HMR_AF_1038_GCA_002234975.2,,,,,,,,,,,,1245748,,,Aspergillus_turcosus_HMR_AF_1038_GCA_002234975.2.json,,,,
Cyberlindnera fabianii,,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Phaffomycetaceae,Cyberlindnera_gca_001983305.ASM198330v1,,,,,,,,,,,,36022,,,Cyberlindnera_fabianii_gca_001983305.ASM198330v1.json,,,,
Penicillium steckii,,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium_gca_002072375.ASM207237v1,,,,,,,,,,,,303698,,,Penicillium_steckii_gca_002072375.ASM207237v1.json,,,,
Alternaria tenuissima,,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria_FERA_24350_GCA_004154735.1,,,,,,,,,,,,119927,,,Alternaria_tenuissima_FERA_24350_GCA_004154735.1.json,,,,
Rhodotorula taiwanensis,,Fungi,Basidiomycota,Microbotryomycetes,Sporidiobolales,Sporidiobolaceae,Rhodotorula_gca_002922495.ASM292249v1,,,,,,,,,,,,741276,,,Rhodotorula_taiwanensis_gca_002922495.ASM292249v1.json,,,,
Saccharomyces cerevisiae,,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces_yjm1202_gca_000976785.Sc_YJM1202_v1,,,,,,,,,,,,4932,,,Saccharomyces_cerevisiae_yjm1202_gca_000976785.Sc_YJM1202_v1.json,,,,
Diaporthe ampelina,,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe_gca_001006365.UCDDA912v1.0,,,,,,,,,,,,1214573,,,Diaporthe_ampelina_gca_001006365.UCDDA912v1.0.json,,,,
Aspergillus oryzae,,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus_100_8_gca_000691885.Aspergillus_oryzae_100,,,,,,,,,,,,5062,,,Aspergillus_oryzae_100_8_gca_000691885.Aspergillus_oryzae_100.json,,,,
Saccharomyces cerevisiae,,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces_yjm1338_gca_000977205.Sc_YJM1338_v1,,,,,,,,,,,,4932,,,Saccharomyces_cerevisiae_yjm1338_gca_000977205.Sc_YJM1338_v1.json,,,,
Aspergillus sclerotioniger,,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus_cbs_115572_gca_003184525.Aspscl1,,,,,,,,,,,,319627,,,Aspergillus_sclerotioniger_cbs_115572_gca_003184525.Aspscl1.json,,,,
Alternaria tenuissima,,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria_FERA_1082_GCA_004154745.1,,,,,,,,,,,,119927,,,Alternaria_tenuissima_FERA_1082_GCA_004154745.1.json,,,,
Saccharomyces cerevisiae,,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces_yjm1208_gca_000976815.Sc_YJM1208_v1,,,,,,,,,,,,4932,,,Saccharomyces_cerevisiae_yjm1208_gca_000976815.Sc_YJM1208_v1.json,,,,
Aureobasidium melanogenum,,Fungi,Ascomycota,Dothideomycetes,Dothideales,Saccotheciaceae,Aureobasidium_cbs_110374_gca_000721775.Aureobasidium_pullulans_var._melanogenum_CBS_110374_v1.0,,,,,,,,,,,,46634,,,Aureobasidium_melanogenum_cbs_110374_gca_000721775.Aureobasidium_pullulans_var._melanogenum_CBS_110374_v1.0.json,,,,
Aspergillus versicolor,,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus_cbs_583_65_gca_001890125.Aspve1,,,,,,,,,,,,46472,,,Aspergillus_versicolor_cbs_583_65_gca_001890125.Aspve1.json,,,,
Colletotrichum incanum,,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum_gca_001625285.Ci238704v1,,,,,,,,,,,,1573173,,,Colletotrichum_incanum_gca_001625285.Ci238704v1.json,,,,
Trichoderma asperellum,,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma_cbs_433_97_gca_003025105.Trias_v._1.0,,,,,,,,,,,,101201,,,Trichoderma_asperellum_cbs_433_97_gca_003025105.Trias_v._1.0.json,,,,
Cyberlindnera jadinii,,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Phaffomycetaceae,Cyberlindnera_nrrl_y_1542_gca_001661405.Cybja1,,,,,,,,,,,,4903,,,Cyberlindnera_jadinii_nrrl_y_1542_gca_001661405.Cybja1.json,,,,
Aspergillus bertholletiae,,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus_IBT_29228_GCA_009193595.1,,,,,,,,,,,,1226010,,,Aspergillus_bertholletiae_IBT_29228_GCA_009193595.1.json,,,,
Saccharomyces cerevisiae,,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces_yjm1078_gca_000975645.Sc_YJM1078_v1,,,,,,,,,,,,4932,,,Saccharomyces_cerevisiae_yjm1078_gca_000975645.Sc_YJM1078_v1.json,,,,
Aspergillus oryzae,,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus_RIB40_GCF_000184455.2,,,,,,,,,,,,5062,,,Aspergillus_oryzae_RIB40_GCF_000184455.2.json,,,,
Aspergillus vadensis,,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus_cbs_113365_gca_003184925.Aspvad1,,,,,,,,,,,,288669,,,Aspergillus_vadensis_cbs_113365_gca_003184925.Aspvad1.json,,,,
Saccharomyces cerevisiae,,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces_yjm451_gca_000976005.Sc_YJM451_v1,,,,,,,,,,,,4932,,,Saccharomyces_cerevisiae_yjm451_gca_000976005.Sc_YJM451_v1.json,,,,
Colletotrichum incanum,,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum_gca_001855235.ASM185523v1,,,,,,,,,,,,1573173,,,Colletotrichum_incanum_gca_001855235.ASM185523v1.json,,,,
Saccharomyces cerevisiae,,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces_AWRI1631_GCA_000182175.1,,,,,,,,,,,,4932,,,Saccharomyces_cerevisiae_AWRI1631_GCA_000182175.1.json,,,,
Saccharomyces cerevisiae,,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces_yjm193_gca_000975765.Sc_YJM193_v1,,,,,,,,,,,,4932,,,Saccharomyces_cerevisiae_yjm193_gca_000975765.Sc_YJM193_v1.json,,,,
Colletotrichum sidae,,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum_CBS_518.97_GCA_004367935.1,,,,,,,,,,,,1347389,,,Colletotrichum_sidae_CBS_518.97_GCA_004367935.1.json,,,,
Saccharomyces cerevisiae,,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces_yjm972_gca_000976425.Sc_YJM972_v1,,,,,,,,,,,,4932,,,Saccharomyces_cerevisiae_yjm972_gca_000976425.Sc_YJM972_v1.json,,,,
Saccharomyces cerevisiae,,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces_yjm1460_gca_000978015.Sc_YJM1460_v1,,,,,,,,,,,,4932,,,Saccharomyces_cerevisiae_yjm1460_gca_000978015.Sc_YJM1460_v1.json,,,,
Aspergillus coremiiformis,,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus_CBS_553.77_GCA_009193565.1,,,,,,,,,,,,138285,,,Aspergillus_coremiiformis_CBS_553.77_GCA_009193565.1.json,,,,
Colletotrichum orbiculare,,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum_MAFF_240422_104,,,,,,,,,,,,5465,,,Colletotrichum_orbiculare_MAFF_240422_104.json,,,,
Saccharomyces cerevisiae,,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces_yjm1242_gca_000976845.Sc_YJM1242_v1,,,,,,,,,,,,4932,,,Saccharomyces_cerevisiae_yjm1242_gca_000976845.Sc_YJM1242_v1.json,,,,
Talaromyces marneffei,,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Talaromyces_pm1_gca_000750115.ASM75011v1,,,,,,,,,,,,37727,,,Talaromyces_marneffei_pm1_gca_000750115.ASM75011v1.json,,,,
Penicillium antarcticum,,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium_gca_002072345.ASM207234v1,,,,,,,,,,,,416450,,,Penicillium_antarcticum_gca_002072345.ASM207234v1.json,,,,
Fusarium flagelliforme,,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium_NRRL_13405_GCA_003012295.1,,,,,,,,,,,,2675880,,,Fusarium_flagelliforme_NRRL_13405_GCA_003012295.1.json,,,,
Saccharomyces cerevisiae,,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces_yjm1244_gca_000976875.Sc_YJM1244_v1,,,,,,,,,,,,4932,,,Saccharomyces_cerevisiae_yjm1244_gca_000976875.Sc_YJM1244_v1.json,,,,
Rhodotorula toruloides,,Fungi,Basidiomycota,Microbotryomycetes,Sporidiobolales,Sporidiobolaceae,Rhodotorula_gca_001255795.IFO0880_HGAP3_v1,,,,,,,,,,,,5286,,,Rhodotorula_toruloides_gca_001255795.IFO0880_HGAP3_v1.json,,,,
Aspergillus brasiliensis,,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus_cbs_101740_gca_001889945.Aspbr1,,,,,,,,,,,,319629,,,Aspergillus_brasiliensis_cbs_101740_gca_001889945.Aspbr1.json,,,,
Clavispora lusitaniae,,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Metschnikowiaceae,Clavispora_P5_GCA_009498115.1,,,,,,,,,,,,36911,,,Clavispora_lusitaniae_P5_GCA_009498115.1.json,,,,
Mucor circinelloides,,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Mucoraceae,Mucor_f_circinelloides_1006phl_gca_000401635.Muco_sp_1006Ph_V1,,,,,,,,,,,,36080,,,Mucor_circinelloides_f_circinelloides_1006phl_gca_000401635.Muco_sp_1006Ph_V1.json,,,,
Saccharomyces cerevisiae,,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces_yjm555_gca_000976185.Sc_YJM555_v1,,,,,,,,,,,,4932,,,Saccharomyces_cerevisiae_yjm555_gca_000976185.Sc_YJM555_v1.json,,,,
Saccharomyces cerevisiae,,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces_vl3_gca_000190235.ScVL3_v01,,,,,,,,,,,,4932,,,Saccharomyces_cerevisiae_vl3_gca_000190235.ScVL3_v01.json,,,,
Penicillium expansum,,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium_gca_000769735.ASM76973v1,,,,,,,,,,,,27334,,,Penicillium_expansum_gca_000769735.ASM76973v1.json,,,,
Aspergillus sergii,,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus_CBS_130017_GCA_009193525.1,,,,,,,,,,,,1034303,,,Aspergillus_sergii_CBS_130017_GCA_009193525.1.json,,,,
Aspergillus welwitschiae,,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus_CBS_139.54b_GCF_003344945.1,,,,,,,,,,,,1341132,,,Aspergillus_welwitschiae_CBS_139.54b_GCF_003344945.1.json,,,,
Aspergillus cristatus,,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus_gca_001717485.ASM171748v1,,,,,,,,,,,,573508,,,Aspergillus_cristatus_gca_001717485.ASM171748v1.json,,,,
Penicillium rubens,,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium_Wisconsin_54,,,,,,,,,,,,1108849,,,Penicillium_rubens_Wisconsin_54.json,,,,
Aspergillus niger,,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus_gca_001515345.ASM151534v1,,,,,,,,,,,,5061,,,Aspergillus_niger_gca_001515345.ASM151534v1.json,,,,
Colletotrichum simmondsii,,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum_gca_001563135.CSIM01,,,,,,,,,,,,703756,,,Colletotrichum_simmondsii_gca_001563135.CSIM01.json,,,,
Clavispora lusitaniae,,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Metschnikowiaceae,Clavispora_P2_GCA_009498075.1,,,,,,,,,,,,36911,,,Clavispora_lusitaniae_P2_GCA_009498075.1.json,,,,
Aspergillus flavus,,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus_CA14_GCA_003709025.1,,,,,,,,,,,,5059,,,Aspergillus_flavus_CA14_GCA_003709025.1.json,,,,
Aspergillus steynii,,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus_ibt_23096_gca_002849105.Aspste1,,,,,,,,,,,,306088,,,Aspergillus_steynii_ibt_23096_gca_002849105.Aspste1.json,,,,
Aspergillus niger,,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus_cbs_101883_gca_003184595.Asplac1,,,,,,,,,,,,5061,,,Aspergillus_lacticoffeatus_cbs_101883_gca_003184595.Asplac1.json,,,,
Aspergillus rambellii,,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus_gca_000986645.ASM98664v1,,,,,,,,,,,,308745,,,Aspergillus_rambellii_gca_000986645.ASM98664v1.json,,,,
Penicillium coprophilum,,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium_gca_002072405.ASM207240v1,,,,,,,,,,,,36646,,,Penicillium_coprophilum_gca_002072405.ASM207240v1.json,,,,
Cercospora beticola,,Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Mycosphaerellaceae,Cercospora_09,,,,,,,,,,,,122368,,,Cercospora_beticola_09.json,,,,
Aspergillus candidus,,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus_gca_002847045.Aspcand1,,,,,,,,,,,,41067,,,Aspergillus_candidus_gca_002847045.Aspcand1.json,,,,
Alternaria alternata,,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria_gca_001642055.Altal1,,,,,,,,,,,,5599,,,Alternaria_alternata_gca_001642055.Altal1.json,,,,
Saccharomyces cerevisiae,,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces_yjm1356_gca_000977325.Sc_YJM1356_v1,,,,,,,,,,,,4932,,,Saccharomyces_cerevisiae_yjm1356_gca_000977325.Sc_YJM1356_v1.json,,,,
Rhizopus microsporus,,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Rhizopodaceae,Rhizopus_atcc_52813_gca_002708625.Rhimi1_1,,,,,,,,,,,,58291,,,Rhizopus_microsporus_atcc_52813_gca_002708625.Rhimi1_1.json,,,,
Saccharomyces cerevisiae,,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces_yjm1389_gca_000977535.Sc_YJM1389_v1,,,,,,,,,,,,4932,,,Saccharomyces_cerevisiae_yjm1389_gca_000977535.Sc_YJM1389_v1.json,,,,
Rhodotorula sp.,,Fungi,Basidiomycota,Microbotryomycetes,Sporidiobolales,Sporidiobolaceae,Rhodotorula_CCFEE_5036_GCA_005059875.1,,,,,,,,,,,,1853554,,,Rhodotorula_sp._CCFEE_5036_GCA_005059875.1.json,,,,
Apiotrichum porosum,,Fungi,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,Apiotrichum_DSM_27194_GCA_003942205.1,,,,,,,,,,,,105984,,,Apiotrichum_porosum_DSM_27194_GCA_003942205.1.json,,,,
Aspergillus flavus,,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus_NRRL_30797_GCA_002443215.2,,,,,,,,,,,,5059,,,Aspergillus_flavus_NRRL_30797_GCA_002443215.2.json,,,,
Fusarium proliferatum,,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium_et1_gca_900067095.F._proliferatum_ET1_version_1,,,,,,,,,,,,948311,,,Fusarium_proliferatum_et1_gca_900067095.F._proliferatum_ET1_version_1.json,,,,
Saccharomyces cerevisiae,,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces_yjm1252_gca_000976965.Sc_YJM1252_v1,,,,,,,,,,,,4932,,,Saccharomyces_cerevisiae_yjm1252_gca_000976965.Sc_YJM1252_v1.json,,,,
Candida dubliniensis,,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida_CD36_GCF_000026945.1,,,,,,,,,,,,42374,,,Candida_dubliniensis_CD36_GCF_000026945.1.json,,,,
Saccharomyces cerevisiae,,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces_yjm693_gca_000976365.Sc_YJM693_v1,,,,,,,,,,,,4932,,,Saccharomyces_cerevisiae_yjm693_gca_000976365.Sc_YJM693_v1.json,,,,
Mucor circinelloides,,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Mucoraceae,Mucor_f_lusitanicus_cbs_277_49_gca_001638945.Mucci2,,,,,,,,,,,,36080,,,Mucor_circinelloides_f_lusitanicus_cbs_277_49_gca_001638945.Mucci2.json,,,,
Aspergillus eucalypticola,,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus_cbs_122712_gca_003184535.Aspeuc1,,,,,,,,,,,,1340029,,,Aspergillus_eucalypticola_cbs_122712_gca_003184535.Aspeuc1.json,,,,
Aspergillus turcosus,,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus_gca_002234975.ASM223497v1,,,,,,,,,,,,1245748,,,Aspergillus_turcosus_gca_002234975.ASM223497v1.json,,,,
Aspergillus piperis,,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus_cbs_112811_gca_003184755.Asppip1,,,,,,,,,,,,319630,,,Aspergillus_piperis_cbs_112811_gca_003184755.Asppip1.json,,,,
